compound_id|flavor_id|flavor_name
82|123|bitter
358|93|alcohol
358|105|medicinal
358|209|phenol
358|224|smoke
358|229|spice
358|371|castoreum
358|519|guaiacol
358|675|phenolic
371|643|odorless
373|30|lavender
373|37|balsam
373|44|sweet
373|71|banana
373|81|fruity
373|162|fresh
373|529|heliotrope
373|551|jasmin
373|709|ripe
411|34|rose
411|59|green
411|69|apple
411|81|fruity
411|85|pineapple
411|164|fruit
411|328|blueberry
412|25|geranium
412|34|rose
412|81|fruity
412|848|waxy
416|12|sage
416|33|floral
416|34|rose
416|48|melon
416|50|citrus
416|81|fruity
416|123|bitter
416|317|bergamot
416|791|sweaty
423|48|melon
423|59|green
423|81|fruity
423|302|banana skin
423|472|fermented
423|482|fleshy
433|57|meaty
433|410|cooked
433|448|dirty
433|610|mild
433|675|phenolic
433|734|rubbery
446|643|odorless
447|123|bitter
449|104|pepper
449|112|animal
453|123|bitter
455|123|bitter
465|643|odorless
474|643|odorless
477|33|floral
477|44|sweet
477|54|woody
484|643|odorless
499|2|corn
499|6|potato
499|7|tomato
499|17|oily
499|68|earthy
499|98|nutty
499|211|popcorn
499|385|chip
515|643|odorless
556|643|odorless
557|643|odorless
567|643|odorless
570|643|odorless
577|10|fennel
577|17|oily
577|81|fruity
577|531|herbal
577|610|mild
604|123|bitter
619|69|apple
619|70|apricot
619|81|fruity
619|709|ripe
619|814|tropical
624|123|bitter
633|123|bitter
655|123|bitter
678|123|bitter
683|123|bitter
700|14|cheese
700|15|creamy
700|18|fatty
700|75|coconut
700|199|oil
700|848|waxy
701|18|fatty
701|75|coconut
701|110|soapy
701|142|cognac
701|848|waxy
706|57|meaty
706|67|musty
706|95|sulfurous
706|98|nutty
707|59|green
707|94|plastic
707|119|balsamic
707|314|benzophenone
707|404|clean
708|21|spicy
708|67|musty
708|190|mint
708|413|cool
708|603|mentholic
718|2|corn
718|44|sweet
718|67|musty
718|68|earthy
718|98|nutty
718|140|cocoa
718|566|leather
724|95|sulfurous
727|165|garlic
727|200|onion
727|499|gassy
727|514|greasy
727|709|ripe
728|44|sweet
728|59|green
728|69|apple
728|81|fruity
729|39|caramel
729|44|sweet
729|531|herbal
734|57|meaty
734|95|sulfurous
734|133|cabbage
734|200|onion
734|273|alliaceous
735|5|vegetable
735|165|garlic
735|790|sulfury
736|59|green
736|93|alcohol
736|434|dairy
736|675|phenolic
738|323|bland
739|81|fruity
739|178|licorice
739|213|pungent
744|18|fatty
744|33|floral
744|34|rose
744|50|citrus
744|68|earthy
744|110|soapy
744|495|fungal
744|848|waxy
747|643|odorless
748|643|odorless
751|81|fruity
751|123|bitter
751|404|clean
751|610|mild
751|814|tropical
753|44|sweet
753|269|alcoholic
753|460|ethereal
753|600|medical
753|785|strong
756|643|odorless
757|114|alkane
757|166|gasoline
758|114|alkane
758|166|gasoline
763|81|fruity
763|105|medicinal
763|213|pungent
764|17|oily
764|18|fatty
764|66|mushroom
764|123|bitter
764|165|garlic
764|381|cheesy
765|114|alkane
768|114|alkane
774|21|spicy
774|39|caramel
774|44|sweet
774|54|woody
774|453|dry
775|21|spicy
776|17|oily
776|20|coumarin
776|44|sweet
776|98|nutty
776|102|tobacco
776|226|solvent
776|812|tonka
784|643|odorless
787|643|odorless
790|123|bitter
802|18|fatty
802|112|animal
803|4|horseradish
803|95|sulfurous
803|141|coffee
803|165|garlic
803|190|mint
803|200|onion
803|223|sharp
803|273|alliaceous
804|57|meaty
804|95|sulfurous
804|165|garlic
804|200|onion
804|221|rubber
804|456|egg
806|74|cherry
807|44|sweet
807|74|cherry
807|81|fruity
807|313|benzaldehyde
807|675|phenolic
808|74|cherry
808|81|fruity
808|441|deep
808|675|phenolic
809|44|sweet
809|59|green
809|162|fresh
809|179|lilac
809|415|cortex
809|630|narcissus
810|21|spicy
810|41|cinnamon
812|9|clove
812|21|spicy
812|50|citrus
812|166|gasoline
812|210|pine
812|519|guaiacol
812|675|phenolic
812|787|styrene
816|135|camphor
816|334|borneol
822|44|sweet
822|54|woody
822|94|plastic
822|610|mild
822|812|tonka
826|20|coumarin
826|33|floral
826|44|sweet
826|50|citrus
826|74|cherry
826|81|fruity
826|135|camphor
826|195|must
838|15|creamy
838|40|chocolate
838|44|sweet
838|45|vanilla
839|15|creamy
839|44|sweet
839|45|vanilla
839|530|heliotropin
839|684|powdery
840|45|vanilla
840|123|bitter
840|835|very mild
841|15|creamy
841|39|caramel
841|44|sweet
841|45|vanilla
842|610|mild
842|675|phenolic
846|15|creamy
846|44|sweet
846|45|vanilla
846|306|bean
846|434|dairy
846|613|milky
846|684|powdery
847|119|balsamic
847|610|mild
847|675|phenolic
855|10|fennel
855|44|sweet
855|59|green
855|123|bitter
855|635|new mown hay
856|75|coconut
856|81|fruity
856|97|hazelnut
856|198|nutmeg
856|252|acid
856|633|neroli
857|9|clove
857|21|spicy
857|99|peanut
857|108|smoky
857|151|curry
865|39|caramel
865|54|woody
865|105|medicinal
865|224|smoke
865|229|spice
865|464|eugenol
865|675|phenolic
865|718|root
871|33|floral
871|44|sweet
871|45|vanilla
872|15|creamy
872|26|hawthorne
872|33|floral
872|36|anise
872|37|balsam
872|40|chocolate
872|41|cinnamon
872|44|sweet
872|45|vanilla
872|72|berry
872|74|cherry
872|96|almond
872|103|minty
872|123|bitter
872|190|mint
872|525|hawthorn
872|614|mimosa
872|684|powdery
874|22|blossom
874|33|floral
874|49|orange
874|77|grape
874|626|naphtha
874|684|powdery
875|15|creamy
875|54|woody
875|57|meaty
875|95|sulfurous
875|296|artichoke
875|711|roasted
875|734|rubbery
878|21|spicy
878|44|sweet
878|75|coconut
878|152|dill
878|229|spice
880|643|odorless
881|643|odorless
882|98|nutty
882|467|faint
882|675|phenolic
883|5|vegetable
883|6|potato
883|95|sulfurous
883|133|cabbage
883|165|garlic
886|675|phenolic
887|21|spicy
887|27|hyacinth
887|37|balsam
887|44|sweet
887|59|green
887|123|bitter
887|199|oil
887|391|cinnamic
887|684|powdery
888|21|spicy
888|27|hyacinth
888|37|balsam
888|44|sweet
888|59|green
888|391|cinnamic
888|684|powdery
889|21|spicy
889|33|floral
889|37|balsam
889|41|cinnamon
889|44|sweet
893|94|plastic
893|209|phenol
893|221|rubber
893|675|phenolic
897|42|honey
897|46|lemon
897|47|lime
897|77|grape
897|78|grapefruit
897|81|fruity
897|89|strawberry
897|105|medicinal
897|123|bitter
897|160|flower
897|633|neroli
897|649|orange flower
898|33|floral
898|54|woody
898|59|green
898|202|orris
898|566|leather
898|814|tropical
898|848|waxy
898|850|weedy
907|57|meaty
907|98|nutty
907|693|pyridine
911|95|sulfurous
911|231|sulfur
912|165|garlic
912|273|alliaceous
914|39|caramel
914|131|burnt
914|141|coffee
914|711|roasted
918|123|bitter
918|643|odorless
919|643|odorless
920|643|odorless
923|131|burnt
923|211|popcorn
925|6|potato
925|68|earthy
925|98|nutty
925|697|raw
925|711|roasted
925|785|strong
926|59|green
926|98|nutty
926|677|pistachio
928|59|green
928|68|earthy
928|197|nut
930|5|vegetable
930|11|herbaceous
930|18|fatty
930|21|spicy
930|33|floral
930|39|caramel
930|50|citrus
930|54|woody
930|57|meaty
930|59|green
930|63|wine_like
930|67|musty
930|68|earthy
930|81|fruity
930|98|nutty
930|99|peanut
930|102|tobacco
930|108|smoky
930|566|leather
930|641|oakmoss
933|19|sour
933|610|mild
933|643|odorless
951|643|odorless
952|44|sweet
952|66|mushroom
952|81|fruity
952|102|tobacco
952|495|fungal
954|213|pungent
954|234|tar
954|453|dry
954|799|tarry
963|37|balsam
963|44|sweet
963|119|balsamic
963|812|tonka
964|98|nutty
965|1|celery
965|8|caraway
965|18|fatty
965|21|spicy
965|59|green
965|104|pepper
965|453|dry
965|720|rooty
966|44|sweet
966|59|green
966|71|banana
966|81|fruity
966|85|pineapple
966|213|pungent
966|414|cooling
968|69|apple
968|81|fruity
968|709|ripe
969|15|creamy
969|44|sweet
969|81|fruity
969|85|pineapple
969|249|wine
969|843|vinous
969|848|waxy
1015|102|tobacco
1015|245|warm
1015|531|herbal
1022|15|creamy
1022|37|balsam
1022|81|fruity
1022|246|wax
1022|610|mild
1022|613|milky
1022|848|waxy
1028|21|spicy
1028|33|floral
1028|37|balsam
1028|44|sweet
1028|60|wintergreen
1028|103|minty
1028|190|mint
1029|17|oily
1029|37|balsam
1029|44|sweet
1029|404|clean
1029|531|herbal
1044|643|odorless
1060|21|spicy
1060|610|mild
1061|323|bland
1066|323|bland
1066|643|odorless
1081|48|melon
1081|59|green
1081|81|fruity
1081|84|pear
1081|92|watermelon
1088|5|vegetable
1088|14|cheese
1088|18|fatty
1088|19|sour
1088|67|musty
1088|271|aldehydic
1088|448|dirty
1088|848|waxy
1096|160|flower
1096|229|spice
1108|213|pungent
1112|362|caramellic
1112|835|very mild
1121|17|oily
1121|18|fatty
1121|848|waxy
1123|323|bland
1126|123|bitter
1132|123|bitter
1132|643|odorless
1134|643|odorless
1136|39|caramel
1136|44|sweet
1136|54|woody
1136|108|smoky
1164|643|odorless
1167|643|odorless
1176|643|odorless
1182|643|odorless
1183|643|odorless
1184|643|odorless
1185|643|odorless
1186|643|odorless
1212|643|odorless
1221|123|bitter
1224|512|grassy
1224|835|very mild
1225|643|odorless
1226|643|odorless
1245|643|odorless
1267|44|sweet
1267|59|green
1267|69|apple
1267|71|banana
1267|81|fruity
1267|123|bitter
1267|164|fruit
1267|172|herb
1276|57|meaty
1276|133|cabbage
1276|141|coffee
1276|200|onion
1276|383|chicken
1276|711|roasted
1276|790|sulfury
1290|5|vegetable
1290|98|nutty
1290|508|grain
1290|711|roasted
1290|807|toasted
1291|44|sweet
1291|50|citrus
1291|119|balsamic
1291|210|pine
1291|531|herbal
1293|18|fatty
1293|59|green
1293|68|earthy
1293|123|bitter
1293|162|fresh
1293|192|moss
1293|543|intensely
1324|14|cheese
1324|19|sour
1324|112|animal
1324|215|rancid
1324|232|sweat
1324|252|acid
1324|469|feet
1324|783|stinky
1324|791|sweaty
1324|814|tropical
1325|69|apple
1325|81|fruity
1325|85|pineapple
1325|785|strong
1326|44|sweet
1326|69|apple
1326|81|fruity
1326|85|pineapple
1326|164|fruit
1326|818|tutti frutti
1327|44|sweet
1327|59|green
1327|69|apple
1327|80|mango
1327|81|fruity
1327|550|jammy
1327|709|ripe
1327|814|tropical
1329|81|fruity
1343|123|bitter
1344|31|lily
1344|33|floral
1344|59|green
1344|404|clean
1344|610|mild
1344|669|peony
1355|123|bitter
1358|34|rose
1358|44|sweet
1358|68|earthy
1358|71|banana
1358|849|weak
1363|44|sweet
1363|71|banana
1363|81|fruity
1363|85|pineapple
1363|123|bitter
1363|156|ether
1366|44|sweet
1366|64|rum
1366|77|grape
1366|81|fruity
1366|85|pineapple
1366|164|fruit
1366|553|juicy
1367|44|sweet
1367|81|fruity
1367|85|pineapple
1367|123|bitter
1367|139|chemical
1367|213|pungent
1367|223|sharp
1368|33|floral
1368|37|balsam
1368|42|honey
1368|81|fruity
1368|249|wine
1369|44|sweet
1369|59|green
1369|93|alcohol
1369|156|ether
1369|223|sharp
1369|635|new mown hay
1370|64|rum
1370|69|apple
1370|81|fruity
1370|89|strawberry
1370|162|fresh
1370|524|harsh
1371|29|jasmine
1371|33|floral
1371|37|balsam
1371|44|sweet
1371|69|apple
1371|71|banana
1371|72|berry
1371|79|jam
1371|81|fruity
1371|89|strawberry
1371|551|jasmin
1374|123|bitter
1413|54|woody
1413|59|green
1413|172|herb
1413|250|wood
1424|29|jasmine
1453|54|woody
1453|135|camphor
1453|162|fresh
1453|478|fir
1453|531|herbal
1456|37|balsam
1456|119|balsamic
1462|33|floral
1462|44|sweet
1462|50|citrus
1462|160|flower
1462|172|herb
1462|245|warm
1465|44|sweet
1465|172|herb
1465|531|herbal
1477|643|odorless
1521|123|bitter
1522|54|woody
1522|229|spice
1522|250|wood
1659|33|floral
1659|190|mint
1927|30|lavender
1927|59|green
1927|81|fruity
1927|172|herb
1929|44|sweet
1929|81|fruity
1931|19|sour
1931|643|odorless
1943|123|bitter
1945|123|bitter
1946|123|bitter
1946|643|odorless
1981|643|odorless
1982|643|odorless
1988|123|bitter
2022|5|vegetable
2022|59|green
2022|81|fruity
2022|94|plastic
2022|141|coffee
2022|848|waxy
2066|123|bitter
2076|44|sweet
2076|744|sandalwood
2084|123|bitter
2087|123|bitter
2100|123|bitter
2100|643|odorless
2117|123|bitter
2189|39|caramel
2189|340|bready
2189|711|roasted
2198|123|bitter
2253|44|sweet
2253|643|odorless
2257|467|faint
2288|34|rose
2288|50|citrus
2288|59|green
2288|81|fruity
2288|123|bitter
2288|147|coriander
2288|317|bergamot
2288|531|herbal
2289|31|lily
2289|34|rose
2289|54|woody
2289|64|rum
2289|162|fresh
2289|317|bergamot
2290|30|lavender
2290|54|woody
2290|81|fruity
2290|317|bergamot
2290|574|light
2291|44|sweet
2291|71|banana
2291|72|berry
2291|81|fruity
2291|84|pear
2291|317|bergamot
2292|12|sage
2292|30|lavender
2292|44|sweet
2292|50|citrus
2292|69|apple
2292|70|apricot
2292|83|peach
2292|317|bergamot
2293|59|green
2293|81|fruity
2293|84|pear
2293|85|pineapple
2293|112|animal
2293|245|warm
2294|44|sweet
2294|59|green
2294|81|fruity
2294|453|dry
2294|531|herbal
2294|632|natural
2295|24|gardenia
2295|31|lily
2295|317|bergamot
2295|341|broom
2295|500|genet
2295|527|heather
2295|816|tuberose
2296|31|lily
2296|37|balsam
2296|44|sweet
2296|277|amber
2296|559|labdanum
2296|633|neroli
2297|22|blossom
2297|24|gardenia
2297|49|orange
2297|54|woody
2297|162|fresh
2297|531|herbal
2297|577|linalool
2338|18|fatty
2338|202|orris
2338|672|petal
2338|848|waxy
2412|123|bitter
2413|44|sweet
2413|55|bacon
2413|224|smoke
2413|629|naphthyl
2413|675|phenolic
2416|323|bland
2464|123|bitter
2571|123|bitter
2576|123|bitter
2579|123|bitter
2594|37|balsam
2594|119|balsamic
2608|123|bitter
2620|123|bitter
2649|229|spice
2649|250|wood
2677|123|bitter
2712|39|caramel
2712|44|sweet
2712|79|jam
2712|81|fruity
2712|118|baked
2712|128|bread
2712|359|candy
2712|417|cotton
2728|9|clove
2728|21|spicy
2728|23|carnation
2728|33|floral
2728|44|sweet
2728|54|woody
2728|160|flower
2729|9|clove
2729|21|spicy
2736|123|bitter
2743|21|spicy
2743|531|herbal
2758|123|bitter
2793|36|anise
2793|37|balsam
2793|44|sweet
2793|178|licorice
2793|614|mimosa
2796|36|anise
2798|123|bitter
2827|18|fatty
2827|81|fruity
2827|225|soap
2870|44|sweet
2870|45|vanilla
2870|74|cherry
2870|81|fruity
2870|96|almond
2870|289|anisic
2870|453|dry
2870|529|heliotrope
2870|684|powdery
2890|18|fatty
2890|75|coconut
2890|110|soapy
2890|848|waxy
2891|75|coconut
2891|81|fruity
2891|202|orris
2891|848|waxy
2897|44|sweet
2897|50|citrus
2897|110|soapy
2897|160|flower
2897|162|fresh
2897|195|must
2897|271|aldehydic
2897|404|clean
2897|510|grapefruit peel
2897|672|petal
2897|848|waxy
2916|123|bitter
2917|18|fatty
2917|33|floral
2917|44|sweet
2917|50|citrus
2917|59|green
2917|110|soapy
2917|162|fresh
2917|199|oil
2917|213|pungent
2917|271|aldehydic
2917|564|laundry
2917|848|waxy
2918|33|floral
2918|34|rose
2918|50|citrus
2918|110|soapy
2918|162|fresh
2918|182|mandarin
2918|406|clean clothes
2918|848|waxy
2919|162|fresh
2919|405|clean cloth
2919|417|cotton
2919|748|sarsaparilla
2919|848|waxy
2921|59|green
2921|104|pepper
2921|162|fresh
2921|216|resin
2921|498|galbanum
2921|514|greasy
2922|33|floral
2922|35|violet
2922|59|green
2922|81|fruity
2922|848|waxy
2930|21|spicy
2930|531|herbal
2931|58|leafy
2931|59|green
2931|81|fruity
2937|3|cucumber
2937|17|oily
2937|44|sweet
2937|48|melon
2937|59|green
2937|532|honeydew
2937|848|waxy
2938|3|cucumber
2938|48|melon
2938|59|green
2938|73|cantaloupe
2938|848|waxy
2939|59|green
2939|66|mushroom
2939|162|fresh
2939|602|melon rind
2939|814|tropical
2939|848|waxy
2941|18|fatty
2941|59|green
2942|18|fatty
2942|610|mild
2942|643|odorless
2949|18|fatty
2954|68|earthy
2957|3|cucumber
2957|18|fatty
2957|59|green
2957|71|banana
2957|157|fat
2957|162|fresh
2957|176|leaf
2957|197|nut
2957|531|herbal
2957|848|waxy
2987|17|oily
2987|44|sweet
2987|62|brandy
2987|69|apple
2987|77|grape
2987|81|fruity
2987|84|pear
2987|848|waxy
2988|17|oily
2988|18|fatty
2988|33|floral
2988|34|rose
2988|49|orange
2988|59|green
2988|271|aldehydic
2992|81|fruity
2993|18|fatty
2993|59|green
2993|81|fruity
2993|110|soapy
2993|848|waxy
3009|33|floral
3009|50|citrus
3009|162|fresh
3009|404|clean
3009|656|ozone
3009|848|waxy
3010|34|rose
3010|162|fresh
3010|404|clean
3010|563|laundered cloths
3011|18|fatty
3011|75|coconut
3011|188|metal
3011|305|bay oil
3011|610|mild
3012|15|creamy
3012|66|mushroom
3012|75|coconut
3012|110|soapy
3012|157|fat
3012|848|waxy
3013|33|floral
3013|49|orange
3013|50|citrus
3013|81|fruity
3014|49|orange
3014|50|citrus
3014|59|green
3014|81|fruity
3014|182|mandarin
3014|531|herbal
3015|44|sweet
3015|49|orange
3015|50|citrus
3015|59|green
3015|157|fat
3015|182|mandarin
3015|271|aldehydic
3015|605|metallic
3015|848|waxy
3025|15|creamy
3025|18|fatty
3025|75|coconut
3025|560|lactonic
3049|136|cardboard
3051|17|oily
3051|18|fatty
3051|848|waxy
3052|33|floral
3052|160|flower
3052|246|wax
3052|848|waxy
3053|81|fruity
3053|164|fruit
3079|18|fatty
3079|610|mild
3079|848|waxy
3083|162|fresh
3083|848|waxy
3087|1|celery
3087|162|fresh
3087|551|jasmin
3090|5|vegetable
3090|13|butter
3090|59|green
3090|68|earthy
3090|81|fruity
3090|168|green bean
3090|307|beany
3090|605|metallic
3091|15|creamy
3091|18|fatty
3091|66|mushroom
3091|75|coconut
3091|96|almond
3091|560|lactonic
3091|812|tonka
3091|848|waxy
3092|67|musty
3092|109|musky
3092|112|animal
3100|14|cheese
3100|15|creamy
3100|18|fatty
3100|123|bitter
3100|848|waxy
3136|643|odorless
3140|18|fatty
3140|34|rose
3140|50|citrus
3140|110|soapy
3140|182|mandarin
3140|271|aldehydic
3140|848|waxy
3166|157|fat
3166|225|soap
3168|162|fresh
3168|460|ethereal
3168|472|fermented
3168|610|mild
3168|855|yeasty
3169|59|green
3169|165|garlic
3169|200|onion
3169|605|metallic
3171|85|pineapple
3172|57|meaty
3172|310|beefy
3173|14|cheese
3173|81|fruity
3177|95|sulfurous
3177|200|onion
3192|123|bitter
3192|323|bland
3193|81|fruity
3193|103|minty
3194|5|vegetable
3194|17|oily
3194|39|caramel
3194|245|warm
3194|374|cauliflower
3194|467|faint
3196|39|caramel
3196|44|sweet
3196|52|maple
3196|64|rum
3196|81|fruity
3196|156|ether
3196|344|brown
3197|17|oily
3197|35|violet
3197|81|fruity
3197|176|leaf
3197|203|paint
3197|814|tropical
3198|44|sweet
3198|98|nutty
3198|128|bread
3198|226|solvent
3198|350|buttery
3209|57|meaty
3209|410|cooked
3209|711|roasted
3210|5|vegetable
3210|14|cheese
3210|95|sulfurous
3210|133|cabbage
3210|434|dairy
3210|456|egg
3211|57|meaty
3211|81|fruity
3211|141|coffee
3211|165|garlic
3211|200|onion
3211|790|sulfury
3212|14|cheese
3212|112|animal
3212|133|cabbage
3212|165|garlic
3212|214|putrid
3212|790|sulfury
3213|95|sulfurous
3213|273|alliaceous
3213|434|dairy
3213|613|milky
3215|33|floral
3215|59|green
3215|68|earthy
3215|176|leaf
3215|230|straw
3215|271|aldehydic
3215|512|grassy
3215|526|hay
3215|850|weedy
3217|44|sweet
3217|54|woody
3217|59|green
3217|67|musty
3217|81|fruity
3217|101|camphoraceous
3217|102|tobacco
3217|135|camphor
3217|377|cedarwood
3217|414|cooling
3217|566|leather
3218|54|woody
3218|59|green
3218|69|apple
3218|142|cognac
3218|271|aldehydic
3221|39|caramel
3221|59|green
3221|67|musty
3221|98|nutty
3221|250|wood
3229|72|berry
3229|81|fruity
3229|96|almond
3229|98|nutty
3229|181|malt
3229|213|pungent
3229|340|bready
3229|472|fermented
3230|44|sweet
3230|59|green
3230|69|apple
3230|81|fruity
3230|85|pineapple
3230|98|nutty
3231|112|animal
3231|214|putrid
3231|215|rancid
3231|232|sweat
3231|262|acidic
3231|765|sickening
3231|791|sweaty
3232|37|balsam
3232|827|valerian
3241|36|anise
3241|37|balsam
3241|44|sweet
3241|59|green
3241|81|fruity
3241|85|pineapple
3241|460|ethereal
3241|850|weedy
3242|18|fatty
3242|59|green
3242|69|apple
3242|81|fruity
3242|162|fresh
3243|107|fishy
3243|282|ammonia
3245|44|sweet
3245|59|green
3245|81|fruity
3245|140|cocoa
3245|460|ethereal
3246|19|sour
3246|39|caramel
3246|65|whiskey
3246|72|berry
3246|81|fruity
3246|262|acidic
3246|453|dry
3248|38|butterscotch
3248|39|caramel
3248|40|chocolate
3248|44|sweet
3248|52|maple
3248|108|smoky
3248|471|fenugreek
3254|34|rose
3254|59|green
3254|93|alcohol
3254|123|bitter
3254|142|cognac
3254|213|pungent
3254|460|ethereal
3256|17|oily
3256|33|floral
3256|34|rose
3256|44|sweet
3256|50|citrus
3256|59|green
3256|162|fresh
3266|5|vegetable
3266|7|tomato
3266|11|herbaceous
3266|18|fatty
3266|21|spicy
3266|33|floral
3266|50|citrus
3266|54|woody
3266|57|meaty
3266|59|green
3266|63|wine_like
3266|68|earthy
3266|81|fruity
3266|95|sulfurous
3266|98|nutty
3266|107|fishy
3266|133|cabbage
3266|141|coffee
3266|165|garlic
3266|231|sulfur
3266|693|pyridine
3266|790|sulfury
3267|156|ether
3269|44|sweet
3269|71|banana
3269|81|fruity
3269|139|chemical
3269|460|ethereal
3270|5|vegetable
3270|13|butter
3270|57|meaty
3270|59|green
3270|165|garlic
3270|350|buttery
3270|402|clam
3272|33|floral
3272|59|green
3272|162|fresh
3272|181|malt
3272|213|pungent
3272|271|aldehydic
3274|5|vegetable
3274|196|mustard
3274|410|cooked
3275|123|bitter
3275|156|ether
3275|226|solvent
3275|249|wine
3276|44|sweet
3276|69|apple
3276|71|banana
3276|81|fruity
3276|123|bitter
3276|164|fruit
3276|460|ethereal
3276|814|tropical
3277|44|sweet
3277|81|fruity
3277|139|chemical
3277|156|ether
3278|13|butter
3278|14|cheese
3278|89|strawberry
3278|215|rancid
3279|44|sweet
3279|81|fruity
3279|89|strawberry
3279|221|rubber
3279|269|alcoholic
3279|460|ethereal
3279|497|fusel
3279|736|rummy
3280|33|floral
3280|69|apple
3280|81|fruity
3280|85|pineapple
3280|160|flower
3281|17|oily
3281|29|jasmine
3281|34|rose
3281|44|sweet
3281|81|fruity
3281|551|jasmin
3281|814|tropical
3283|131|burnt
3283|711|roasted
3284|613|milky
3286|18|fatty
3286|19|sour
3286|40|chocolate
3286|83|peach
3286|181|malt
3286|271|aldehydic
3286|460|ethereal
3287|131|burnt
3287|165|garlic
3292|19|sour
3292|643|odorless
3293|643|odorless
3294|262|acidic
3294|643|odorless
3295|262|acidic
3295|643|odorless
3296|66|mushroom
3297|39|caramel
3297|44|sweet
3297|259|acetoin
3297|262|acidic
3297|350|buttery
3302|3|cucumber
3302|48|melon
3302|50|citrus
3302|59|green
3302|162|fresh
3303|3|cucumber
3303|5|vegetable
3303|59|green
3304|18|fatty
3304|34|rose
3304|47|lime
3304|50|citrus
3304|59|green
3304|78|grapefruit
3304|107|fishy
3304|157|fat
3304|162|fresh
3304|201|orange peel
3304|202|orris
3304|271|aldehydic
3304|666|peely
3304|848|waxy
3306|44|sweet
3306|75|coconut
3306|81|fruity
3306|84|pear
3306|249|wine
3306|814|tropical
3306|848|waxy
3307|14|cheese
3307|59|green
3307|157|fat
3307|425|cultured dairy
3307|448|dirty
3307|848|waxy
3308|17|oily
3308|18|fatty
3308|33|floral
3308|34|rose
3308|49|orange
3308|59|green
3308|123|bitter
3308|157|fat
3308|162|fresh
3308|404|clean
3308|455|dusty
3308|851|wet
3309|44|sweet
3309|59|green
3309|68|earthy
3309|107|fishy
3309|110|soapy
3309|162|fresh
3309|173|hot milk
3309|225|soap
3309|531|herbal
3309|850|weedy
3310|21|spicy
3310|44|sweet
3310|81|fruity
3310|162|fresh
3310|176|leaf
3310|531|herbal
3310|551|jasmin
3312|3|cucumber
3312|18|fatty
3312|48|melon
3312|59|green
3312|204|paper
3312|848|waxy
3313|3|cucumber
3313|18|fatty
3313|50|citrus
3313|59|green
3313|157|fat
3313|271|aldehydic
3315|18|fatty
3316|18|fatty
3318|3|cucumber
3318|33|floral
3318|35|violet
3318|48|melon
3318|59|green
3318|176|leaf
3337|5|vegetable
3337|14|cheese
3337|17|oily
3337|18|fatty
3337|215|rancid
3337|232|sweat
3337|381|cheesy
3337|848|waxy
3338|5|vegetable
3338|44|sweet
3338|49|orange
3338|59|green
3338|271|aldehydic
3338|531|herbal
3338|848|waxy
3340|18|fatty
3340|46|lemon
3340|50|citrus
3340|59|green
3340|157|fat
3340|201|orange peel
3340|225|soap
3340|271|aldehydic
3340|848|waxy
3342|129|broccoli
3342|152|dill
3342|350|buttery
3342|410|cooked
3343|21|spicy
3343|54|woody
3343|59|green
3343|66|mushroom
3343|68|earthy
3343|157|fat
3343|162|fresh
3343|531|herbal
3344|21|spicy
3344|48|melon
3344|50|citrus
3344|54|woody
3344|66|mushroom
3344|68|earthy
3344|103|minty
3344|192|moss
3344|197|nut
3344|531|herbal
3345|54|woody
3345|68|earthy
3345|123|bitter
3345|166|gasoline
3345|225|soap
3345|531|herbal
3345|632|natural
3345|850|weedy
3346|13|butter
3346|30|lavender
3346|44|sweet
3346|66|mushroom
3346|162|fresh
3346|172|herb
3346|216|resin
3346|531|herbal
3347|50|citrus
3347|59|green
3347|94|plastic
3347|225|soap
3348|48|melon
3348|59|green
3348|68|earthy
3348|84|pear
3348|271|aldehydic
3348|814|tropical
3349|48|melon
3349|92|watermelon
3349|162|fresh
3349|847|watery
3350|17|oily
3350|59|green
3350|66|mushroom
3350|68|earthy
3350|107|fishy
3350|383|chicken
3350|495|fungal
3350|697|raw
3353|72|berry
3353|81|fruity
3354|66|mushroom
3354|164|fruit
3354|251|yeast
3354|549|jam preserves
3354|605|metallic
3354|814|tropical
3355|3|cucumber
3355|35|violet
3355|58|leafy
3355|59|green
3355|848|waxy
3360|15|creamy
3360|39|caramel
3360|44|sweet
3360|344|brown
3360|560|lactonic
3361|1|celery
3361|10|fennel
3361|39|caramel
3361|52|maple
3361|102|tobacco
3361|108|smoky
3361|111|seedy
3361|131|burnt
3361|141|coffee
3361|148|cotton candy
3361|229|spice
3361|466|extremely sweet
3361|785|strong
3361|788|sugar
3362|643|odorless
3364|44|sweet
3364|59|green
3364|72|berry
3364|81|fruity
3364|106|mossy
3364|791|sweaty
3365|44|sweet
3365|98|nutty
3365|197|nut
3365|217|roast
3365|522|ham
3365|711|roasted
3366|66|mushroom
3366|67|musty
3366|68|earthy
3366|188|metal
3366|448|dirty
3366|531|herbal
3368|29|jasmine
3368|33|floral
3368|44|sweet
3368|69|apple
3368|70|apricot
3368|74|cherry
3368|81|fruity
3368|86|plum
3368|123|bitter
3368|126|boiled vegetable
3368|162|fresh
3368|551|jasmin
3369|33|floral
3369|34|rose
3370|81|fruity
3370|85|pineapple
3370|685|powerful
3371|17|oily
3371|33|floral
3371|44|sweet
3371|81|fruity
3371|531|herbal
3371|551|jasmin
3372|56|beef
3372|131|burnt
3372|383|chicken
3372|561|lamb
3372|682|pork
3372|711|roasted
3373|59|green
3375|5|vegetable
3375|6|potato
